model,label,n_estimates,ate_abs_err,ate_rmse,ate_bias,policy_value_abs_err,policy_regret,fixed_policy_value_abs_err,pehe,mae,rmse,bias,median_abs_error,sign_accuracy,pearson,spearman
scm_causal,SCM-Causal,33,0.042672091453529466,0.056127622949307204,0.007601423856877753,0.031858939533271236,0.011703446659585115,0.032133313271028606,,0.042672091453529466,0.056127622949307204,0.007601423856877753,0.031187814683459658,0.7272727272727273,0.5699532931146449,0.6440835531200693
rcgan,RCGAN,33,0.04858190657283053,0.062016495403843006,0.022102403252774815,0.06047796516981976,0.007555029467689668,0.06337528864257483,,0.04858190657283053,0.062016495403843006,0.022102403252774815,0.03649374855800103,0.7878787878787878,0.7413635116511975,0.6360325087060684
vae,VAE,33,0.05132546571148383,0.06611531475404633,0.013168584903375469,0.05513048092701089,0.014178332382499235,0.05987856435930201,,0.05132546571148383,0.06611531475404633,0.013168584903375469,0.03713280965539778,0.6363636363636364,0.4731803975755997,0.29386312111103163
diffusion,Diffusion,33,0.05072867873494108,0.07024944176903729,-0.020461064895284094,0.20733486016371216,0.014178332382499235,0.2175653926113542,,0.05072867873494108,0.07024944176903729,-0.020461064895284094,0.03193666262327671,0.6363636363636364,0.15646096269716384,0.2425377129717761
crn,CRN,33,0.05356337333884985,0.07142926898722496,0.028625166261103663,0.03920579088945549,0.02115039996009356,0.03276299932969324,,0.05356337333884985,0.07142926898722496,0.028625166261103663,0.038504292627794534,0.6363636363636364,0.24008445527160574,0.2666908462137787
timegan,TimeGAN,33,0.058713095381082075,0.07579347218131034,0.034443057327020576,0.05649156440755699,0.03576568725607491,0.0560940491807694,,0.058713095381082075,0.07579347218131034,0.034443057327020576,0.04782761802853164,0.3939393939393939,0.006298761142395204,0.058370072001506276
