model,label,n_estimates,ate_abs_err,ate_rmse,ate_bias,policy_value_abs_err,policy_regret,fixed_policy_value_abs_err,pehe,mae,rmse,bias,median_abs_error,sign_accuracy,pearson,spearman
scm_causal,SCM-Causal,258,0.03685143215549161,0.04738214008857755,-0.007256122528406498,0.03247324510472598,0.00833003828733477,0.03023794644665786,,0.03685143215549161,0.04738214008857755,-0.007256122528406498,0.02909232542714424,0.7248062015503876,0.7897845004865176,0.6799637279251757
rcgan,RCGAN,258,0.04959194689168383,0.06463758424954301,0.02758348379234778,0.1411355738245327,0.011621436454630414,0.14314112162901577,,0.04959194689168383,0.06463758424954301,0.02758348379234778,0.040636274487555746,0.6472868217054264,0.7019408900762679,0.5926167330259455
vae,VAE,258,0.05544097432418975,0.07585212664266723,-0.011812903904565858,0.07070046687331684,0.021230531734983373,0.07002392166024095,,0.05544097432418975,0.07585212664266723,-0.011812903904565858,0.03542562750788619,0.5387596899224806,0.2023787807620373,0.17355766645647702
diffusion,Diffusion,258,0.05542309793689677,0.0757124637443196,-0.013305666371240319,0.17707404615592387,0.01660280046900202,0.16880861365033248,,0.05542309793689677,0.0757124637443196,-0.013305666371240319,0.03370784602201202,0.5697674418604651,0.24074023941798278,0.2440411617224169
crn,CRN,258,0.04843693189529086,0.06402612737483569,-0.0036512755625469173,0.03190123965006865,0.013963930815704517,0.03380592204139588,,0.04843693189529086,0.06402612737483569,-0.0036512755625469173,0.03756523794483907,0.6356589147286822,0.5433561402510767,0.43896673869825675
timegan,TimeGAN,258,0.05617651673636532,0.07651017119386694,-0.011944911793331688,0.0964691077397521,0.02535507447286699,0.09602463855895395,,0.05617651673636532,0.07651017119386694,-0.011944911793331688,0.038649351723260394,0.5232558139534884,0.07595429609212265,0.05883303620431318
