experiment_id,dependent_measure,independent_measure_pair,condition,student_id,assignment_completed,normalized_student_learning,no_student_prior_skill_builders,no_student_prior_problem_sets,no_student_prior_attempted_problems,no_student_prior_completed_problems,student_prior_started_skill_builder_count,student_prior_skill_builder_percent_completed,student_prior_started_problem_set_count,student_prior_problem_set_percent_completed,student_prior_completed_problem_count,student_prior_median_first_response_time,student_prior_median_time_on_task,student_prior_average_attempt_count,student_prior_average_correctness,class_age_in_days,class_student_count,no_class_prior_skill_builders,no_class_prior_problem_sets,no_class_prior_attempted_problems,no_class_prior_completed_problems,class_prior_started_skill_builder_count,class_prior_skill_builder_percent_completed,class_prior_started_problem_set_count,class_prior_problem_set_percent_completed,class_prior_completed_problem_count,class_prior_median_first_response_time,class_prior_median_time_on_task,class_prior_average_attempt_count,class_prior_average_correctness,teacher_account_age_in_days,opportunity_zone
PSAUTWT,completion,2 PTM vs. 3 PTM,1,773891,1,0.287800542453893,0,0,0,0,8,0.75,3,0.666666666666667,97,11.235,12.525,1.22680412371134,0.75531914893617,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,3 PTM vs. 4 PTM,0,773891,1,0.287800542453893,0,0,0,0,8,0.75,3,0.666666666666667,97,11.235,12.525,1.22680412371134,0.75531914893617,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,1,962624,0,-3.4741841053322,0,0,0,0,8,1,2,1,103,20.079,22.681,1.27184466019417,0.71,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,962624,0,-3.4741841053322,0,0,0,0,8,1,2,1,103,20.079,22.681,1.27184466019417,0.71,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,0,962728,0,-3.4741841053322,0,0,0,0,3,1,2,1,57,16.916,16.923,1.03508771929825,0.925925925925926,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,962728,0,-3.4741841053322,0,0,0,0,3,1,2,1,57,16.916,16.923,1.03508771929825,0.925925925925926,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,2 PTM vs. 3 PTM,1,962728,0,-3.4741841053322,0,0,0,0,3,1,2,1,57,16.916,16.923,1.03508771929825,0.925925925925926,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,3 PTM vs. 4 PTM,0,962728,0,-3.4741841053322,0,0,0,0,3,1,2,1,57,16.916,16.923,1.03508771929825,0.925925925925926,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,1,769753,1,0.287800542453893,0,0,0,0,8,1,1,1,78,16.8125,19.878,1.20512820512821,0.81578947368421,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,769753,1,0.287800542453893,0,0,0,0,8,1,1,1,78,16.8125,19.878,1.20512820512821,0.81578947368421,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,0,769749,1,0.287800542453893,0,0,0,0,6,0.833333333333333,3,1,95,13.398,14.403,1.26315789473684,0.811111111111111,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,769749,1,0.287800542453893,0,0,0,0,6,0.833333333333333,3,1,95,13.398,14.403,1.26315789473684,0.811111111111111,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,2 PTM vs. 4 PTM,1,769749,1,0.287800542453893,0,0,0,0,6,0.833333333333333,3,1,95,13.398,14.403,1.26315789473684,0.811111111111111,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,3 PTM vs. 4 PTM,1,769749,1,0.287800542453893,0,0,0,0,6,0.833333333333333,3,1,95,13.398,14.403,1.26315789473684,0.811111111111111,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,0,769739,0,-3.4741841053322,0,0,0,0,6,0.833333333333333,3,1,98,9.8535,11.872,1.12244897959184,0.89247311827957,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,769739,0,-3.4741841053322,0,0,0,0,6,0.833333333333333,3,1,98,9.8535,11.872,1.12244897959184,0.89247311827957,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,2 PTM vs. 4 PTM,1,769739,0,-3.4741841053322,0,0,0,0,6,0.833333333333333,3,1,98,9.8535,11.872,1.12244897959184,0.89247311827957,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,3 PTM vs. 4 PTM,1,769739,0,-3.4741841053322,0,0,0,0,6,0.833333333333333,3,1,98,9.8535,11.872,1.12244897959184,0.89247311827957,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,1,769735,1,0.287800542453893,0,0,0,0,8,1,3,1,105,10.785,10.944,1.07619047619048,0.93,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,769735,1,0.287800542453893,0,0,0,0,8,1,3,1,105,10.785,10.944,1.07619047619048,0.93,168,14,0,0,0,0,671.428571428571,93.6170212765958,221.428571428571,90.3225806451613,1217,13.849,16.035,1.24322103533279,0.799145299145299,347,Yes
PSAUTWT,completion,No Choice vs. Choice,0,824219,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,542,22.912,27.712,1.29889298892989,0.687058823529412,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,824219,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,542,22.912,27.712,1.29889298892989,0.687058823529412,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,2 PTM vs. 3 PTM,1,824219,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,542,22.912,27.712,1.29889298892989,0.687058823529412,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,0,824219,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,542,22.912,27.712,1.29889298892989,0.687058823529412,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,0,824176,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,538,16.9445,28.035,1.61524163568773,0.547846889952153,162,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,253,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,824176,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,538,16.9445,28.035,1.61524163568773,0.547846889952153,162,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,253,
PSAUTWT,completion,2 PTM vs. 3 PTM,0,824176,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,538,16.9445,28.035,1.61524163568773,0.547846889952153,162,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,253,
PSAUTWT,completion,2 PTM vs. 4 PTM,0,824176,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,538,16.9445,28.035,1.61524163568773,0.547846889952153,162,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,253,
PSAUTWT,completion,No Choice vs. Choice,0,824182,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,535,18.09,22.699,1.48224299065421,0.687203791469194,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,824182,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,535,18.09,22.699,1.48224299065421,0.687203791469194,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,824182,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,535,18.09,22.699,1.48224299065421,0.687203791469194,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,824182,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,535,18.09,22.699,1.48224299065421,0.687203791469194,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,824183,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,543,34.005,41.417,1.29281767955801,0.738823529411765,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,824183,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,543,34.005,41.417,1.29281767955801,0.738823529411765,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,824164,1,0.287800542453893,0,0,0,0,2,1,42,0.928571428571429,537,23.325,27.268,1.29050279329609,0.711904761904762,166,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,257,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,824164,1,0.287800542453893,0,0,0,0,2,1,42,0.928571428571429,537,23.325,27.268,1.29050279329609,0.711904761904762,166,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,257,
PSAUTWT,completion,No Choice vs. Choice,0,829096,1,0.287800542453893,0,0,0,0,1,1,44,0.818181818181818,454,20.135,25.6875,1.37224669603524,0.642659279778393,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,829096,1,0.287800542453893,0,0,0,0,1,1,44,0.818181818181818,454,20.135,25.6875,1.37224669603524,0.642659279778393,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,829096,1,0.287800542453893,0,0,0,0,1,1,44,0.818181818181818,454,20.135,25.6875,1.37224669603524,0.642659279778393,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,829096,1,0.287800542453893,0,0,0,0,1,1,44,0.818181818181818,454,20.135,25.6875,1.37224669603524,0.642659279778393,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,824206,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,534,23.0425,27.238,1.26591760299625,0.807692307692308,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,824206,1,0.287800542453893,1,0,0,0,0,,45,0.955555555555556,534,23.0425,27.238,1.26591760299625,0.807692307692308,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,824251,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,543,29.244,36.583,1.44383057090239,0.722352941176471,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,824251,1,0.287800542453893,0,0,0,0,1,1,44,0.977272727272727,543,29.244,36.583,1.44383057090239,0.722352941176471,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,824172,1,0.287800542453893,0,0,0,0,1,0,41,0.902439024390244,474,34.41,40.973,1.40084388185654,0.650666666666667,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,824172,1,0.287800542453893,0,0,0,0,1,0,41,0.902439024390244,474,34.41,40.973,1.40084388185654,0.650666666666667,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,1,984495,1,0.287800542453893,0,0,0,0,1,1,2,0.5,32,45.8785,62.8675,1.28125,0.689655172413793,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,984495,1,0.287800542453893,0,0,0,0,1,1,2,0.5,32,45.8785,62.8675,1.28125,0.689655172413793,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,0,824292,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,529,32.185,39.385,1.25708884688091,0.810551558752998,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,824292,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,529,32.185,39.385,1.25708884688091,0.810551558752998,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,2 PTM vs. 3 PTM,1,824292,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,529,32.185,39.385,1.25708884688091,0.810551558752998,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,0,824292,1,0.287800542453893,0,0,0,0,1,1,44,0.954545454545455,529,32.185,39.385,1.25708884688091,0.810551558752998,160,17,1,0,0,0,0,,3405.88235294117,89.6373056994819,6505,26.848,34.602,1.36879323597233,0.696868229269253,251,
PSAUTWT,completion,No Choice vs. Choice,0,823193,1,0.287800542453893,0,0,0,0,1,1,44,0.909090909090909,499,18.565,24.555,1.52905811623246,0.556430446194226,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,823193,1,0.287800542453893,0,0,0,0,1,1,44,0.909090909090909,499,18.565,24.555,1.52905811623246,0.556430446194226,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,823193,1,0.287800542453893,0,0,0,0,1,1,44,0.909090909090909,499,18.565,24.555,1.52905811623246,0.556430446194226,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,823193,1,0.287800542453893,0,0,0,0,1,1,44,0.909090909090909,499,18.565,24.555,1.52905811623246,0.556430446194226,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,No Choice vs. Choice,0,822502,1,0.287800542453893,0,0,0,0,1,1,45,1,569,17.398,20.203,1.28822495606327,0.776744186046512,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,822502,1,0.287800542453893,0,0,0,0,1,1,45,1,569,17.398,20.203,1.28822495606327,0.776744186046512,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,822502,1,0.287800542453893,0,0,0,0,1,1,45,1,569,17.398,20.203,1.28822495606327,0.776744186046512,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,822502,1,0.287800542453893,0,0,0,0,1,1,45,1,569,17.398,20.203,1.28822495606327,0.776744186046512,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,No Choice vs. Choice,1,832354,1,0.287800542453893,1,0,0,0,0,,42,0.857142857142857,452,37.933,42.971,1.32964601769912,0.74702380952381,165,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,255,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,1,832354,1,0.287800542453893,1,0,0,0,0,,42,0.857142857142857,452,37.933,42.971,1.32964601769912,0.74702380952381,165,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,255,
PSAUTWT,completion,No Choice vs. Choice,0,823281,1,0.287800542453893,0,0,0,0,2,1,47,0.978723404255319,591,14.256,15.515,1.09475465313029,0.884444444444445,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,823281,1,0.287800542453893,0,0,0,0,2,1,47,0.978723404255319,591,14.256,15.515,1.09475465313029,0.884444444444445,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 3 PTM,1,823281,1,0.287800542453893,0,0,0,0,2,1,47,0.978723404255319,591,14.256,15.515,1.09475465313029,0.884444444444445,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,0,823281,1,0.287800542453893,0,0,0,0,2,1,47,0.978723404255319,591,14.256,15.515,1.09475465313029,0.884444444444445,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,No Choice vs. Choice,0,823175,1,0.287800542453893,0,0,0,0,1,1,45,0.977777777777778,567,23.487,30.24,1.28924162257496,0.790432801822323,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,823175,1,0.287800542453893,0,0,0,0,1,1,45,0.977777777777778,567,23.487,30.24,1.28924162257496,0.790432801822323,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,823175,1,0.287800542453893,0,0,0,0,1,1,45,0.977777777777778,567,23.487,30.24,1.28924162257496,0.790432801822323,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,823175,1,0.287800542453893,0,0,0,0,1,1,45,0.977777777777778,567,23.487,30.24,1.28924162257496,0.790432801822323,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,No Choice vs. Choice,0,823163,1,0.287800542453893,0,0,0,0,1,1,48,0.979166666666667,598,28.719,33.456,1.20903010033445,0.789934354485777,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,823163,1,0.287800542453893,0,0,0,0,1,1,48,0.979166666666667,598,28.719,33.456,1.20903010033445,0.789934354485777,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,823163,1,0.287800542453893,0,0,0,0,1,1,48,0.979166666666667,598,28.719,33.456,1.20903010033445,0.789934354485777,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,823163,1,0.287800542453893,0,0,0,0,1,1,48,0.979166666666667,598,28.719,33.456,1.20903010033445,0.789934354485777,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,No Choice vs. Choice,0,828292,1,0.287800542453893,0,0,0,0,1,0,44,0.863636363636364,452,22.33,27.5295,1.30752212389381,0.601769911504425,174,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,264,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,828292,1,0.287800542453893,0,0,0,0,1,0,44,0.863636363636364,452,22.33,27.5295,1.30752212389381,0.601769911504425,174,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,264,
PSAUTWT,completion,2 PTM vs. 3 PTM,1,828292,1,0.287800542453893,0,0,0,0,1,0,44,0.863636363636364,452,22.33,27.5295,1.30752212389381,0.601769911504425,174,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,264,
PSAUTWT,completion,3 PTM vs. 4 PTM,0,828292,1,0.287800542453893,0,0,0,0,1,0,44,0.863636363636364,452,22.33,27.5295,1.30752212389381,0.601769911504425,174,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,264,
PSAUTWT,completion,No Choice vs. Choice,0,828488,1,0.287800542453893,1,0,0,0,0,,46,0.978260869565217,578,26.464,39.038,1.58304498269896,0.441913439635535,166,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,257,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,828488,1,0.287800542453893,1,0,0,0,0,,46,0.978260869565217,578,26.464,39.038,1.58304498269896,0.441913439635535,166,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,257,
PSAUTWT,completion,2 PTM vs. 4 PTM,1,828488,1,0.287800542453893,1,0,0,0,0,,46,0.978260869565217,578,26.464,39.038,1.58304498269896,0.441913439635535,166,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,257,
PSAUTWT,completion,3 PTM vs. 4 PTM,1,828488,1,0.287800542453893,1,0,0,0,0,,46,0.978260869565217,578,26.464,39.038,1.58304498269896,0.441913439635535,166,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,257,
PSAUTWT,completion,No Choice vs. Choice,0,823156,1,0.287800542453893,0,0,0,0,1,1,47,0.893617021276596,553,31.412,37.993,1.28933092224231,0.747641509433962,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,0,823156,1,0.287800542453893,0,0,0,0,1,1,47,0.893617021276596,553,31.412,37.993,1.28933092224231,0.747641509433962,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,2 PTM vs. 3 PTM,1,823156,1,0.287800542453893,0,0,0,0,1,1,47,0.893617021276596,553,31.412,37.993,1.28933092224231,0.747641509433962,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
PSAUTWT,completion,3 PTM vs. 4 PTM,0,823156,1,0.287800542453893,0,0,0,0,1,1,47,0.893617021276596,553,31.412,37.993,1.28933092224231,0.747641509433962,160,17,1,0,0,0,0,,3682.35294117647,92.4920127795527,7330,26.248,33.3835,1.33724420190996,0.699640287769784,251,
