problem_id,problem_part,scaffold_id,problem_type_id
PRA4N78,1,0.0,5.0
PRA4N76,1,0.0,5.0
PRA3SR3,1,0.0,5.0
PRA3SQS,1,0.0,5.0
PRA3SQ4,1,0.0,5.0
PRA3SQY,1,0.0,5.0
PRA3SR2,1,0.0,5.0
PRA5Z28,1,0.0,1.0
PRA4PBW,1,0.0,5.0
PRA3SQT,1,0.0,5.0
PRA3SQQ,1,0.0,5.0
PRA3SQZ,1,0.0,5.0
PRA3SQR,1,0.0,5.0
PRA3SRH,1,0.0,5.0
PRA3SRZ,1,0.0,5.0
PRA3SR5,1,0.0,5.0
PRA3SRB,1,0.0,5.0
PRA3SRX,1,0.0,5.0
PRA3SQM,1,0.0,5.0
PRA3SRM,1,0.0,5.0
PRA3SQJ,1,0.0,5.0
PRA3SRU,1,0.0,5.0
PRA3SRA,1,0.0,5.0
PRA3SRD,1,0.0,5.0
PRA3SKK,1,0.0,5.0
PRA3SQX,1,0.0,5.0
PRA3SQ3,1,0.0,5.0
PRA3SQN,1,0.0,5.0
PRA3SQ2,1,0.0,5.0
PRA3SQ7,1,0.0,5.0
PRA3SRV,1,0.0,5.0
PRA3SQW,1,0.0,5.0
PRA3SRW,1,0.0,5.0
PRA3SRC,1,0.0,5.0
PRA3SRT,1,0.0,5.0
PRA3SQP,1,0.0,5.0
PRA3SQV,1,0.0,5.0
PRA3SQK,1,0.0,5.0
PRA3SRF,1,0.0,5.0
PRA3SQ5,1,0.0,5.0
PRA3SRQ,1,0.0,5.0
PRA3SRP,1,0.0,5.0
PRA3SQU,1,0.0,5.0
PRA3SQ8,1,0.0,5.0
PRA3SRG,1,0.0,5.0
PRA3SRY,1,0.0,5.0
PRA3SR4,1,0.0,5.0
PRA3SRR,1,0.0,5.0
PRA3SRK,1,0.0,5.0
PRA85V5,1,0.0,1.0
PRA8E4J,1,0.0,5.0
PRA8E4W,1,0.0,5.0
PRA85DK,1,0.0,1.0
PRA8Q9C,1,0.0,5.0
PRA8GAA,1,0.0,5.0
PRA8E6N,1,0.0,5.0
PRA8E6T,1,0.0,5.0
PRA8E4T,1,0.0,5.0
PRA8E4Q,1,0.0,5.0
PRA8E5C,1,0.0,5.0
PRA8E4Y,1,0.0,5.0
PRA8GAK,1,0.0,5.0
PRA8E5E,1,0.0,5.0
PRA8E62,1,0.0,5.0
PRA8E34,1,0.0,5.0
