seed,eval_version,model,label,task_key,experiment_id,independent_measure_pair,dependent_measure,category,n,n0,n1,true_value_t0,true_value_t1,model_value_t0,model_value_t1,true_ate,true_ate_normalized,ate_hat,ate_error,ate_abs_err,ate_squared_err,error,abs_error,squared_error,fixed_policy_value_abs_err,policy_selected_arm,oracle_best_arm,policy_value_hat,policy_value_true,oracle_policy_value,policy_value_abs_err,policy_regret,pehe,pehe_supported,dataset,dataset_label,dataset_short
42,2,scm_causal,SCM-Causal,PSA25TA||No Emotion vs. Emotion||posttest,PSA25TA,No Emotion vs. Emotion,posttest,No Emotion,841,203,638,0.3891625615763547,0.3667711598746082,0.3377164099077549,0.3883869837920816,-0.0223914017017465,-0.038470497233966,0.0506705738843266,0.0730619755860731,0.0730619755860731,0.0053380522765399,0.0730619755860731,0.0730619755860731,0.0053380522765399,0.0365309877930365,1,0,0.3883869837920816,0.3667711598746082,0.3891625615763547,0.0216158239174734,0.0223914017017465,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA29FC||No Emotion vs. Emotion||posttest,PSA29FC,No Emotion vs. Emotion,posttest,No Emotion,370,80,290,0.5125,0.5344827586206896,0.5062105333482897,0.5313824627850506,0.0219827586206896,0.050676152973699,0.0251719294367609,0.0031891708160712,0.0031891708160712,1.0170810494080786e-05,0.0031891708160712,0.0031891708160712,1.0170810494080786e-05,0.0046948812436746,1,1,0.5313824627850506,0.5344827586206896,0.5344827586206896,0.0031002958356389,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KMP||Non-Adaptive vs. Adaptive||posttest,PSA2KMP,Non-Adaptive vs. Adaptive,posttest,Non-Adaptive,1982,1038,944,0.3930635838150289,0.3728813559322034,0.4067323070722439,0.4095505792365666,-0.0201822278828255,-0.0312389406693572,0.0028182721643226,0.0230005000471482,0.0230005000471482,0.0005290230024188,0.0230005000471482,0.0230005000471482,0.0005290230024188,0.0251689732807891,1,0,0.4095505792365666,0.3728813559322034,0.3930635838150289,0.0366692233043632,0.0201822278828255,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KMQ||Non-Adaptive vs. Adaptive||posttest,PSA2KMQ,Non-Adaptive vs. Adaptive,posttest,Non-Adaptive,356,174,182,0.2586206896551724,0.2472527472527472,0.2959222257807014,0.2681751894147208,-0.0113679424024251,-0.0583551476811554,-0.0277470363659805,-0.0163790939635553,0.0163790939635553,0.0002682747190669,-0.0163790939635553,0.0163790939635553,0.0002682747190669,0.0291119891437512,0,0,0.2959222257807014,0.2586206896551724,0.2586206896551724,0.0373015361255289,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KNM||Non-Motivational vs. Motivational||posttest,PSA2KNM,Non-Motivational vs. Motivational,posttest,Non-Motivational,1433,485,948,0.3278350515463917,0.339662447257384,0.2685322412143449,0.312439390769474,0.0118273957109922,0.025609749332295,0.0439071495551291,0.0320797538441369,0.0320797538441369,0.0010291106067004,0.0320797538441369,0.0320797538441369,0.0010291106067004,0.0432629334099784,1,1,0.312439390769474,0.339662447257384,0.339662447257384,0.0272230564879099,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KNP||Non-Motivational vs. Motivational||posttest,PSA2KNP,Non-Motivational vs. Motivational,posttest,Non-Motivational,397,143,254,0.3286713286713286,0.2755905511811024,0.3695703309489137,0.3075048220848256,-0.0530807774902262,-0.071395518394124,-0.062065508864088,-0.0089847313738617,0.0089847313738617,8.072539786045652e-05,-0.0089847313738617,0.0089847313738617,8.072539786045652e-05,0.0364066365906541,0,0,0.3695703309489137,0.3286713286713286,0.3286713286713286,0.040899002277585,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KNR||Non-Motivational vs. Motivational||posttest,PSA2KNR,Non-Motivational vs. Motivational,posttest,Non-Motivational,2033,1045,988,0.6392344497607656,0.6427125506072875,0.5993752017492622,0.6085822935240408,0.0034781008465218,0.0115023585712318,0.0092070917747786,0.0057289909282567,0.0057289909282567,3.2821337056048006e-05,0.0057289909282567,0.0057289909282567,3.2821337056048006e-05,0.036994752547375,1,1,0.6085822935240408,0.6427125506072875,0.6427125506072875,0.0341302570832466,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KPV||Non-Adaptive vs. Adaptive||posttest,PSA2KPV,Non-Adaptive vs. Adaptive,posttest,Non-Adaptive,749,343,406,0.3352769679300291,0.3054187192118227,0.3147737429202478,0.3155000531307368,-0.0298582487182064,-0.0372983772375498,0.0007263102104889,0.0305845589286954,0.0305845589286954,0.0009354152448628,0.0305845589286954,0.0305845589286954,0.0009354152448628,0.0152922794643477,1,0,0.3155000531307368,0.3054187192118227,0.3352769679300291,0.0100813339189141,0.0298582487182064,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA2KQB||Non-Motivational vs. Motivational||posttest,PSA2KQB,Non-Motivational vs. Motivational,posttest,Non-Motivational,319,153,166,0.6470588235294118,0.5903614457831325,0.6143050238630241,0.6670996208549667,-0.0566973777462792,-0.1012749566534129,0.0527945969919425,0.1094919747382218,0.1094919747382218,0.0119884925320754,0.1094919747382218,0.1094919747382218,0.0119884925320754,0.0547459873691109,1,0,0.6670996208549667,0.5903614457831325,0.6470588235294118,0.0767381750718341,0.0566973777462792,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
42,2,scm_causal,SCM-Causal,PSA52JK||Multiple Choice vs. Fill-In||posttest,PSA52JK,Multiple Choice vs. Fill-In,posttest,Multiple Choice,2336,1192,1144,0.4177852348993288,0.4519230769230769,0.4054504551299631,0.4270122867740997,0.034137842023748,0.0729026861987091,0.0215618316441366,-0.0125760103796114,0.0125760103796114,0.000158156037068,-0.0125760103796114,0.0125760103796114,0.000158156037068,0.0186227849591714,1,1,0.4270122867740997,0.4519230769230769,0.4519230769230769,0.0249107901489772,0.0,,0,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
