model,ref_estimator,dataset,t0,horizon,subgroup,action,ref_mu_0,ref_mu_1,ref_mu_2,ref_mu_3,ref_mu_4,ref_mu_5,ref_ci_low_0,ref_ci_low_1,ref_ci_low_2,ref_ci_low_3,ref_ci_low_4,ref_ci_low_5,ref_ci_high_0,ref_ci_high_1,ref_ci_high_2,ref_ci_high_3,ref_ci_high_4,ref_ci_high_5,gen_mu_0,gen_mu_1,gen_mu_2,gen_mu_3,gen_mu_4,gen_mu_5,gen_std_0,gen_std_1,gen_std_2,gen_std_3,gen_std_4,gen_std_5,n_effective
rcgan,gformula,oulad,0,5,low,0,0.536651611328125,0.5481402277946472,0.555162250995636,0.5591120719909668,0.5612820982933044,0.5622389316558838,0.536534309387207,0.5479689240455627,0.5549862384796143,0.5588924884796143,0.5610260963439941,0.5620101690292358,0.5367811322212219,0.5483091473579407,0.5553618669509888,0.5593405961990356,0.561519205570221,0.5624806880950928,0.9881560109423768,0.9883694492998185,0.9369459375154164,0.9900416253724007,0.9881210837097448,0.9901207869563897,3.94136851762071e-05,2.4752011856744508e-05,3.351499285379192e-05,1.2295498344170283e-05,0.0001964154752553415,1.609612984958415e-05,2315
rcgan,gformula,oulad,0,5,low,1,0.536545991897583,0.5479542016983032,0.5550144910812378,0.5589399933815002,0.5609534978866577,0.5622372627258301,0.5364217758178711,0.5477718114852905,0.5548175573348999,0.558701753616333,0.5607005953788757,0.5620193481445312,0.5366756916046143,0.5481451749801636,0.5552263259887695,0.559153139591217,0.5611774325370789,0.5624507665634155,0.9909410192500439,0.9877254889425912,0.9370460681666468,0.9899822748476911,0.9866776230234624,0.9900637592372256,2.1423995022591205e-05,2.3053885904521018e-05,3.407149317600039e-05,1.5491305637130914e-05,0.0002643342251741006,1.8379250010098884e-05,2315
rcgan,gformula,oulad,0,5,high,0,0.5372845530509949,0.5491054058074951,0.5564160346984863,0.5608800649642944,0.5631424784660339,0.5643136501312256,0.5371541976928711,0.548926055431366,0.5562126636505127,0.5606755614280701,0.5628494620323181,0.5640873908996582,0.5374126434326172,0.549314022064209,0.5566157698631287,0.5610740780830383,0.5633851885795593,0.5645533204078674,0.988198776608401,0.9879784791915833,0.9251854639577101,0.9901439197365656,0.9886095921726733,0.9900678734455548,3.8796600159666585e-05,3.0878894277400075e-05,1.8114418542455834e-05,1.3859871362386809e-05,8.755233999122085e-05,1.4098159572788393e-05,1918
rcgan,gformula,oulad,0,5,high,1,0.5369076728820801,0.5489645600318909,0.5562360286712646,0.5605550408363342,0.563044011592865,0.5642170906066895,0.536739706993103,0.5487701892852783,0.5559525489807129,0.5603206157684326,0.562772810459137,0.5639663934707642,0.5370636582374573,0.549169659614563,0.5564777255058289,0.5608124732971191,0.5633219480514526,0.5645124316215515,0.9907820681368346,0.9874343884935964,0.9251744266508011,0.9899661649221645,0.9874514583629495,0.9899292225336292,2.5804858578089025e-05,2.638813014621343e-05,2.173237725581095e-05,1.79058789496617e-05,0.00016679426233352201,2.4741038380437757e-05,1918
rcgan,gformula,oulad,5,5,all,0,0.5650676488876343,0.5651691555976868,0.5649409294128418,0.5647434592247009,0.5643382668495178,0.5641617178916931,0.5649063587188721,0.5650032758712769,0.564782977104187,0.5645524859428406,0.5641618371009827,0.5639698505401611,0.5652536749839783,0.5653567314147949,0.5651015043258667,0.5649362206459045,0.5645229816436768,0.5643399953842163,0.989315940262458,0.9899152720527715,0.9898634700350939,0.9899153563827655,0.9900721752957505,0.9898728028758541,1.1433645266184844e-05,1.7700954233795587e-05,1.2588118480963198e-05,1.4441935226984771e-05,2.0059788323852e-05,1.8156992730985494e-05,4233
rcgan,gformula,oulad,5,5,all,1,0.5642815828323364,0.5646829605102539,0.5644485354423523,0.5644278526306152,0.5641995668411255,0.5638762712478638,0.5640705823898315,0.5645092129707336,0.5642675757408142,0.5642598867416382,0.5640349984169006,0.563700258731842,0.5644568204879761,0.5648553967475891,0.5646274089813232,0.564648449420929,0.564397394657135,0.5640395879745483,0.9902831807637063,0.9898760641865879,0.9898974817710527,0.9898853840127249,0.9900298493342264,0.9898295412585723,1.0593228687332231e-05,1.3778758740726739e-05,1.0722548722389107e-05,9.669143524267627e-06,1.3886240149334247e-05,1.753060640635233e-05,4233
rcgan,gformula,oulad,5,5,low,0,0.5640360116958618,0.5641707181930542,0.5640066266059875,0.5636593699455261,0.5632469058036804,0.5631991028785706,0.5637867450714111,0.5639498829841614,0.56378173828125,0.5634014010429382,0.5629909038543701,0.562992513179779,0.5642707347869873,0.5643938183784485,0.5642638802528381,0.5639139413833618,0.5634620189666748,0.5634145736694336,0.9893643668348359,0.9899240055568702,0.9898522321208905,0.9899454192921038,0.9900540832355718,0.9899598498809012,1.4566275813800616e-05,9.069218439445285e-05,1.559699015481324e-05,1.8049842357664144e-05,1.6176060937122992e-05,1.9055605333497276e-05,2315
rcgan,gformula,oulad,5,5,low,1,0.563473641872406,0.5634691119194031,0.5635462999343872,0.5636211633682251,0.5632071495056152,0.5630424618721008,0.5632056593894958,0.5632429122924805,0.5633418560028076,0.5633973479270935,0.5629751682281494,0.5628307461738586,0.5637140870094299,0.5637200474739075,0.5637865662574768,0.5638552904129028,0.563427746295929,0.563242495059967,0.9904053249820167,0.989909566270524,0.9898971670467211,0.9899203510876375,0.9900105803292221,0.989912803970795,1.1719367529241818e-05,1.7954451369740505e-05,1.7687878492773682e-05,1.9902497641160603e-05,1.848455962194861e-05,1.9510346878983485e-05,2315
rcgan,gformula,oulad,5,5,high,0,0.566322386264801,0.5664563179016113,0.5662587881088257,0.5659805536270142,0.5655224323272705,0.5652714967727661,0.5660489201545715,0.5661879777908325,0.5659775733947754,0.5657074451446533,0.5652487277984619,0.5650268197059631,0.5666139125823975,0.5667427778244019,0.5665267109870911,0.5662749409675598,0.5657994151115417,0.5655215382575989,0.9892631860762451,0.9898703570303418,0.9898894555208436,0.9898859853566826,0.9901110223535078,0.9897941965975015,1.2728292274000262e-05,3.382991980357374e-05,1.644663153638095e-05,1.4890068121823652e-05,1.3909941142387776e-05,1.755926360194831e-05,1918
rcgan,gformula,oulad,5,5,high,1,0.5655624270439148,0.5658037662506104,0.5658161640167236,0.565548300743103,0.5654307007789612,0.5651736259460449,0.5653119087219238,0.5655451416969299,0.5655837655067444,0.565271258354187,0.5651837587356567,0.5649304389953613,0.5657884478569031,0.5660827159881592,0.5660944581031799,0.5657857060432434,0.5657004714012146,0.5654208064079285,0.9901520611201127,0.9898462403108995,0.9899083336912486,0.9898590006359536,0.9900568886271005,0.9897359899446077,1.2802152307103831e-05,2.2646967370151556e-05,1.924850658505858e-05,1.667409785851694e-05,2.297124038304103e-05,1.9523556869526175e-05,1918
rcgan,gformula,oulad,10,5,all,0,0.5638486742973328,0.5637478232383728,0.5631876587867737,0.5629081130027771,0.5627723336219788,0.562656044960022,0.5636606812477112,0.5635859370231628,0.5630103945732117,0.5627726316452026,0.5626409649848938,0.5625196695327759,0.5640597939491272,0.5639339089393616,0.5633389353752136,0.5630497336387634,0.562906801700592,0.5627891421318054,0.9893111340315601,0.9898358980515034,0.9893879330099218,0.9896727224811912,,,1.5092897960390287e-05,2.5621207016305222e-05,5.245629355075535e-05,5.8317494803166265e-05,,,4233
rcgan,gformula,oulad,10,5,all,1,0.5633625984191895,0.5635631680488586,0.5630726218223572,0.5627048015594482,0.5626647472381592,0.5625515580177307,0.5631806254386902,0.5633693337440491,0.5629339218139648,0.5625447034835815,0.5625277161598206,0.5624024868011475,0.5635722279548645,0.5637381076812744,0.5632110238075256,0.5628965497016907,0.5627849102020264,0.5626934170722961,0.9896347113269466,0.9899799536342933,0.9893925928833462,0.9895667953416704,,,1.7188288453734174e-05,1.8236467187667468e-05,7.020002844332308e-05,7.349178332013619e-05,,,4233
rcgan,gformula,oulad,10,5,low,0,0.5628559589385986,0.5628854632377625,0.5624017119407654,0.5621272921562195,0.5618427395820618,0.5618603229522705,0.562596321105957,0.5626477599143982,0.5621963143348694,0.5619432926177979,0.5616775751113892,0.5616965889930725,0.5630965232849121,0.5630891919136047,0.5626590847969055,0.5623043775558472,0.5619959831237793,0.5620583891868591,0.9893890268898081,0.9899409600533545,0.990010985891734,0.9896205471385094,,,2.3910149563087385e-05,2.3364603903711196e-05,8.097728083207886e-05,5.858749273360634e-05,,,2315
rcgan,gformula,oulad,10,5,low,1,0.5623882412910461,0.5624940991401672,0.562034547328949,0.5618348121643066,0.5618016123771667,0.5618102550506592,0.5621625781059265,0.5622483491897583,0.5618457794189453,0.5616533160209656,0.561603844165802,0.5615955591201782,0.5626580119132996,0.562711238861084,0.5622849464416504,0.5620355606079102,0.5620134472846985,0.5619987845420837,0.9898057058543597,0.9900799493305387,0.9900286548904009,0.9895313033035821,,,2.025936910124937e-05,2.5641129515691897e-05,8.467092020268915e-05,0.00011113154248890249,,,2315
